OrganisationID,OrganisationCode,OrganisationType,SubType,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude
74980,NM8,Trust,Independent,Visible,FALSE,Surrey & Sussex Consultant Partnership Limited,97 Church Street,,,Brighton,East Sussex,BN1 1UJ,50.82449722,-0.140039489
74982,NM9,Trust,Independent,Visible,FALSE,Greenbanks Homecare Ltd,Oak Cottage,The Square,,Liphook,Hampshire,GU30 7AB,51.07678604,-0.803156137
75017,NKX,Trust,Independent,Visible,FALSE,H S Physiotherapy Ltd,5 Resolution Close,,,Boston,Lincolnshire,PE21 7TT,52.97548676,-6.09E-02
75020,NKY,Trust,Independent,Visible,FALSE,Mulberry Health Ltd,Gainsborough Physiotherapy Clinic,18 Gladstone Street,,Gainsborough,Lincolnshire,DN21 2LY,53.40117645,-0.778597653
75022,NL0,Trust,Independent,Visible,TRUE,John Munroe Hospital,Horton Road,Rudyard,,Leek,Staffordshire,ST13 8RU,53.12483978,-2.084958553
75024,NL1,Trust,Independent,Visible,FALSE,Spectrum Community Health - Cic,Floor 2,,,,,,,
75028,NL2,Trust,Independent,Visible,FALSE,Sussex Health Care Audiology Ltd,Tylden House,Dorking Road,Warnham,Horsham,West Sussex,RH12 3RZ,51.1026001,-0.335985035
75397,NYY,Trust,Independent,Visible,FALSE,Chartwell Private Hospitals Ltd,1629 London Road,,,Leigh-On-Sea,Essex,SS9 2SQ,51.54796219,0.637279093
75409,NKL,Trust,Independent,Visible,FALSE,Shepherd Chiropody,Unit 5 Tyrone House,Church Street,Wellington,Telford,Shropshire,TF1 1DR,52.70293045,-2.518561363
75411,NKM,Trust,Independent,Visible,FALSE,Mental Health Matters,Avalon House,St. Catherines Court,Sunderland Enterprise Park,Sunderland,Tyne And Wear,SR5 3XJ,54.91710663,-1.430391788
75415,NKN,Trust,Independent,Visible,TRUE,Agilaflex Healthcare Ltd,53 Parchment Street,,,Winchester,Hampshire,SO23 8BA,51.0646019,-1.312945366
75417,NKP,Trust,Independent,Visible,FALSE,Whizz-Kidz,4Th Floor Portland House,Bressenden Place,,London,Greater London,SW1E 5BH,51.49742126,-0.141589478
75419,NKQ,Trust,Independent,Visible,TRUE,Big White Wall,4Th Floor,104-110 Goswell Road,,London,Greater London,EC1V 7DH,51.52430725,-9.89E-02
75421,NKR,Trust,Independent,Visible,TRUE,South Devon Osteopaths Ltd,Dartmouth clinic,Zion Place,,Dartmouth,Devon,TQ6 9NF,50.35285187,-3.578868389
75782,NR7,Trust,Independent,Visible,FALSE,Southern Cross Healthcare Group Plc,Southgate House,Archer Street,,Darlington,County Durham,DL3 6AH,54.52809906,-1.557143927
75785,NR8,Trust,Independent,Visible,FALSE,Harvey House Social Enterprise Ltd,Ashton Road,,,Lancaster,Lancashire,LA1 5AZ,54.02809525,-2.806096315
75787,NR9,Trust,Independent,Visible,FALSE,John Taylor Hospice Community Interest Company,76 Grange Road,Erdington,,Birmingham,West Midlands,B24 0DF,52.52734756,-1.823387027
75789,NRA,Trust,Independent,Visible,FALSE,Molnlycke Healthcare Ltd,The Arenson Centre,Arenson Way,,Dunstable,Bedfordshire,LU5 5UL,51.8965416,-0.520537257
75791,NRC,Trust,Independent,Visible,FALSE,Riverdale Grange Limited,93 Riverdale Road,Ranmoor,,Sheffield,South Yorkshire,S10 3FE,53.36991501,-1.518530488
75793,NRD,Trust,Independent,Visible,FALSE,Wandsworth Referral Service,90-92 Garratt Lane,,,London,Greater London,SW18 4DD,51.45392227,-0.1925385
75797,NRE,Trust,Independent,Visible,FALSE,Barnet Community Services,Edgware Community Hospital,Burnt Oak Broadway,,Edgware,Middlesex,HA8 0AD,51.60554886,-0.272346765
75821,NVV,Trust,Independent,Visible,FALSE,Haxby Group,Kingswood Surgery,Haxby & Wigginton Health Centre,The Village,,,,,
75823,NVW,Trust,Independent,Visible,FALSE,Waveney Practice Based Commissioning,1 Common Lane North,,,Beccles,Suffolk,NR34 9BN,52.46189117,1.56741035
75825,NVX,Trust,Independent,Visible,FALSE,Hearbase Ltd,140 Sandgate Road,,,Folkestone,Kent,CT20 2TE,51.07698441,1.171763301
75834,NVY,Trust,Independent,Visible,FALSE,Assura Wyre Forest Llp,Doctors Surgery,46 New Road,,Bromsgrove,Worcestershire,B60 2JS,52.33060837,-2.056334972
75838,NW0,Trust,Independent,Visible,TRUE,Gtd Healthcare,The Forum,2 Tameside Business Park,Windmill Lane,,,,,
76056,NEG,Trust,Independent,Visible,FALSE,Chitts Hill Physiotherapy,3 Chitts Hill,,,Colchester,Essex,CO3 9ST,51.89408112,0.846295774
76058,NEH,Trust,Independent,Visible,TRUE,Haverstock Healthcare,United House,39-41 North Road,,London,,N7 9DP,51.54899216,-0.120651774
76063,NEI,Trust,Independent,Visible,FALSE,Banes Enhanced Medical Services + Ltd,Riverside Health Centre,James Street West,,Bath,Avon,BA1 2BT,51.38232422,-2.367529631
76067,NEJ,Trust,Independent,Visible,FALSE,Hand To Elbow Clinic,29A James Street West,,,Bath,Avon,BA1 2BT,51.38232422,-2.367529631
76069,NEK,Trust,Independent,Visible,FALSE,The Point Osteopathic Clinic,1 De Grey Square,De Grey Road,,Colchester,Essex,CO4 5YQ,51.92453766,0.916546047
76148,NHL,Trust,Independent,Visible,FALSE,East Lancashire Deaf Society,6-8 Heaton Street,,,Blackburn,Lancashire,BB2 2EF,53.74618149,-2.486548662
76153,NHM,Trust,Independent,Visible,TRUE,Suffolk Community Healthcare,86 Sandy Hill Lane,,,Ipswich,Suffolk,IP3 0NA,52.03720093,1.162385583
76155,NHN,Trust,Independent,Visible,FALSE,Children's Respite Care Ltd Hq,Seaside Cottage (Head Office),46 Coppins Road,,Clacton-On-Sea,Essex,CO15 3JG,51.7976799,1.142975926
76157,NHP,Trust,Independent,Visible,FALSE,Bexleyheath Chiropractic Clinic Ltd,302A Broadway,,,Bexleyheath,Kent,DA6 8AH,51.45838165,0.133726537
76160,NHQ,Trust,Independent,Visible,TRUE,Freedom Medical Care,29 Park Square,,,Leeds,West Yorkshire,LS1 2PQ,53.79909897,-1.553013682
76181,NDC,Trust,Independent,Visible,TRUE,Insight Healthcare Ltd,14 Crown House,Hornbeam Square North,,Harrogate,North Yorkshire,HG2 8PB,53.97868729,-1.520828247
76191,NDD,Trust,Independent,Visible,FALSE,G4s Care And Justice Services Hq,Sutton Park House,15 Carshalton Road,,Sutton,Surrey,SM1 4LD,51.36182785,-0.191296801
76195,NDE,Trust,Independent,Visible,TRUE,One To One (North West) Limited,Head Office,Bidston and St James Children Centre,344 Laird Street,Birkenhead,Merseyside,CH41 7AL,53.40155411,-3.057281733
76381,NNJ,Trust,Independent,Visible,TRUE,Derbyshire Health United Ltd,Mallard House,Wyvern Business Park,Stanier Way,Derby,Derbyshire,DE21 6BF,52.91459656,-1.428119183
76383,NNK,Trust,Independent,Visible,FALSE,Chiltern Vale Health (2012) Llp,Unit 2 The Merlin Centre,Lancaster Road,,,,,,
76385,NNL,Trust,Independent,Visible,FALSE,Leodis Care Limited,4210 Park Approach,,,Leeds,West Yorkshire,LS15 8GB,53.79863739,-1.428114653
76390,NNM,Trust,Independent,Visible,FALSE,Southern Alliance Healthcare,Brook House Surgery,98 Oakley Road,,Southampton,Hampshire,SO16 4NZ,50.92179871,-1.445867538
76393,NNP,Trust,Independent,Visible,FALSE,Heritage Hearing,Ashfields Primary Care Centre,Middlewich Road,Sandbach,Crewe,Cheshire,CW2 8SB,53.09206009,-2.489079475
77892,NFJ,Trust,Independent,Visible,FALSE,St Matthews Healthcare,St Matthews Unit,29-31 St. Matthews Parade,,Northampton,Northamptonshire,NN2 7HF,52.25111389,-0.878866553
77901,NFK,Trust,Independent,Visible,FALSE,Maplyn Care Services (Mcs),Unit 25,,,,,,,
77906,NFL,Trust,Independent,Visible,FALSE,Hartlepool And East Durham Mind,Crown Buildings,Tees Street,,Hartlepool,Cleveland,TS24 8HB,54.6871109,-1.214910388
78068,NWP,Trust,Independent,Visible,FALSE,Blemish Clinic,Durnford Medical Centre,113 Long Street,Middleton,Manchester,Greater Manchester,M24 6DL,53.55402374,-2.197018385
78070,NWQ,Trust,Independent,Visible,FALSE,The Chaseley Trust,South Cliff,,,Eastbourne,East Sussex,BN20 7JH,50.75727463,0.276447117
78072,NWR,Trust,Independent,Visible,FALSE,Innovations In Primary Care Limited,Pound Hill Surgery,1 Crawley Lane,Pound Hill,Crawley,West Sussex,RH10 7DX,51.11886215,-0.156420335
78078,NWT,Trust,Independent,Visible,FALSE,Action For Deafness,22 Sussex Road,,,Haywards Heath,West Sussex,RH16 4EA,50.99451828,-0.100658678
78082,NWV,Trust,Independent,Visible,FALSE,Gp Care Uk Limited,Christchurch Family Medical Centre,North Street,,,,,,
78122,NQW,Trust,Independent,Visible,FALSE,Devon Doctors Ltd,Unit 8 Manaton Court,Manaton Close,Matford Business Park,,,,,
78124,NQX,Trust,Independent,Visible,TRUE,Tollgate Clinic Ltd,Tollgate Health Centre,145 London Road,,Colchester,Essex,CO3 8NZ,51.88596725,0.829549134
78126,NQY,Trust,Independent,Visible,FALSE,Nhs Innovations South East Limited,Oxford Centre For Innovation,Mill Street,,Oxford,Oxfordshire,OX2 0JX,51.74970627,-1.270678163
78132,NR1,Trust,Independent,Visible,FALSE,Woodside Hospital,279 Beacon Road,Wibsey,,Bradford,West Yorkshire,BD6 3DQ,53.77084351,-1.801452756
78134,NR2,Trust,Independent,Visible,FALSE,Harmoni For Health,Suite 5 Stowey House,Bridport Road,Poundbury,Dorchester,Dorset,DT1 3SB,50.71250916,-2.461988211
78160,NBP,Trust,Independent,Visible,FALSE,Brisdoc Healthcare Services Ltd,Unit 21,Osprey Court,Hawkfield Business Park,Bristol,Avon,BS14 0BB,51.41158295,-2.592916965
78162,NBQ,Trust,Independent,Visible,FALSE,Cedar Park Healthcare,Cedar Park House,Boundary Road,South Hykeham,Lincoln,Lincolnshire,LN6 9NQ,53.17670822,-0.616278529
78164,NBR,Trust,Independent,Visible,TRUE,CARE Fertility Group,CARE Fertility Tunbridge Wells,Amberley House,9 Queens Road,Tunbridge Wells,Kent,TN4 9LL,51.14106369,0.261724472
78166,NBS,Trust,Independent,Visible,FALSE,Lane Physiotherapy Clinic,Bank Building,2 Market Hill,,Halstead,Essex,CO9 2AR,51.94551468,0.639037073
78170,NBT,Trust,Independent,Visible,FALSE,Wingate Minor Surgery Service,79 Bigdale Drive,,,Liverpool,Merseyside,L33 6YJ,53.48839951,-2.874617338
78172,NBU,Trust,Independent,Visible,FALSE,Surrey Ultrasound Services,Shadbolt Park House,Salisbury Road,,Worcester Park,Surrey,KT4 7BX,51.37644958,-0.252492189
78174,NBV,Trust,Independent,Visible,FALSE,David Cook Physiotherapy Ltd,28A The Hundred,,,Romsey,Hampshire,SO51 8BW,50.98905563,-1.498282075
78188,NN2,Trust,Independent,Visible,FALSE,Steria Limited,Three Cherry Trees Lane,,,Hemel Hempstead,Hertfordshire,HP2 7AH,51.7690239,-0.435289234
78266,NEX,Trust,Independent,Visible,FALSE,Lows Pharamcy,83 Queens Road,Blackhill,,Consett,County Durham,DH8 0BW,54.8666954,-1.843851447
78268,NEY,Trust,Independent,Visible,FALSE,Pioneer Healthcare Limited,Claremont Hospital,401 Sandygate Road,,Sheffield,South Yorkshire,S10 5UB,53.37579346,-1.535148978
78278,NFA,Trust,Independent,Visible,FALSE,Nabida Care Management,97 Kettering Road,,,Northampton,Northamptonshire,NN1 4AU,52.24255371,-0.885424018
78280,NFB,Trust,Independent,Visible,TRUE,Scan Assure Medical Ultrasound Limited,Newlands Medical Centre,315 Chorley New Road,,Bolton,Lancashire,BL1 5BP,53.57939148,-2.465056181
78282,NAK,Trust,Independent,Visible,FALSE,Serenity-Sequel Healthcare Ltd,South Axholme Practice,The Surgery,,,,,,
78286,NAL,Trust,Independent,Visible,TRUE,Patientfirst Social Enterprise,E12 Health Centre,The Centre,30 Church Road,London,,E12 6AQ,51.5477066,5.32E-02
78402,NHV,Trust,Independent,Visible,TRUE,Community Links (Northern) Ltd,3 Limewood Way,Seacroft,,Leeds,West Yorkshire,LS14 1AB,53.8271637,-1.460603118
78405,NHW,Trust,Independent,Visible,FALSE,Standard Health Ltd,Lynwood House,373-375 Station Road,,Harrow,Middlesex,HA1 2AW,51.57946777,-0.334285319
78410,NHX,Trust,Independent,Visible,FALSE,North Hampshire Urgent Care,Opd2 Frimley Park Hospital Ft,Portsmouth Road,Frimley,Camberley,Surrey,GU16 7UJ,51.31967163,-0.74154073
78483,NN7,Trust,Independent,Visible,FALSE,The Back Pain Team Ltd,Paddocks Clinic,Aylesbury Road,Monks Risborough,Princes Risborough,Buckinghamshire,HP27 0JS,51.72946548,-0.824573278
78485,NN8,Trust,Independent,Visible,TRUE,East Kent Medical Services Ltd,Spencer Private Hospitals,Queen Elizabeth The Queen Mother Hospital,Ramsgate Road,Margate,Kent,CT9 4BG,51.37805176,1.389398694
78490,NJR,Trust,Independent,Visible,FALSE,Premier Children And Young People's Care And Protection Services Ltd,Ash House,340-342 London Road,Hadleigh,Benfleet,Essex,SS7 2DD,51.55170822,0.612942934
78492,NJT,Trust,Independent,Visible,TRUE,The Forge Clinic,37 Red Lion Street,,,Richmond,Surrey,TW9 1RJ,51.4596405,-0.305759102
78494,NJV,Trust,Independent,Visible,FALSE,Invizo Ltd,Prospect House,High Street,Bramham,Wetherby,West Yorkshire,LS23 6QQ,53.88082504,-1.350416899
78496,NJW,Trust,Independent,Visible,FALSE,Northants Accommodation Social Care,202A Kettering Road,,,Northampton,Northamptonshire,NN1 4BN,52.24629211,-0.882327676
78498,NJX,Trust,Independent,Visible,FALSE,Bristol Plastic Surgery Ltd,58 Queen Square,,,Bristol,Avon,BS1 4LF,51.45081711,-2.595957994
78500,NJY,Trust,Independent,Visible,TRUE,Alba Chiropractic Clinic,152 Chester Road,,,Warrington,Cheshire,WA4 6AQ,53.37969589,-2.594262838
78504,NKC,Trust,Independent,Visible,FALSE,Steven Orton Ltd,The New Surgery,Brookley Road,,Brockenhurst,Hampshire,SO42 7RA,50.81933975,-1.577795625
78578,NTX,Trust,Independent,Visible,TRUE,The One Health Group Ltd,131 Psalter Lane,,,Sheffield,South Yorkshire,S11 8UX,53.36457443,-1.500813246
78732,NLM,Trust,Independent,Visible,FALSE,Teeside Urgent Care,Northumberland House,Gosforth Park Avenue,,Newcastle Upon Tyne,Tyne And Wear,NE12 8EG,55.0175705,-1.593431592
78741,NLN,Trust,Independent,Visible,FALSE,Jeesal Akman Care Corporation Ltd,Jeesal Cawston Park,Aylsham Road,Cawston,Norwich,Norfolk,NR10 4JD,52.7755394,1.20578742
78743,NLP,Trust,Independent,Visible,FALSE,The Mole Clinic Ltd,9 Argyll Street,,,London,Greater London,W1F 7TG,51.51475143,-0.140567124
78745,NLQ,Trust,Independent,Visible,FALSE,Oxford Fertility Unit (Ofu),Institute Of Reproductive Sciences,Oxford Business Park North,,Oxford,Oxfordshire,OX4 2HW,51.73358917,-1.20506525
78808,NV6,Trust,Independent,Visible,FALSE,Pds Medical,Newfield House,Vicarage Lane,,Blackpool,Lancashire,FY4 4EW,53.79716492,-3.023348093
78954,NY8,Trust,Independent,Visible,FALSE,Assura Hartlepool Llp,Tithebarn House,High Newham Road,,Stockton-On-Tees,Cleveland,TS19 8RH,54.58266068,-1.352334142
78956,NY9,Trust,Independent,Visible,FALSE,Assura Stockton Llp,Tithebarn House,High Newham Road,,Stockton-On-Tees,Cleveland,TS19 8RH,54.58266068,-1.352334142
78980,NVH,Trust,Independent,Visible,FALSE,No 27 (Burnside Care),27 Holme Road,Market Weighton,,York,North Yorkshire,YO43 3EQ,53.86423874,-0.670670867
78981,NVJ,Trust,Independent,Visible,FALSE,Jedheath Ltd,54 Caunce Street,,,Blackpool,Lancashire,FY1 3LJ,53.81942368,-3.045552015
78985,NVK,Trust,Independent,Visible,FALSE,The Learning Assessment & Neurocare Centre,48-50 Springfield Road,,,Horsham,West Sussex,RH12 2PD,51.06503677,-0.329239964
79001,NN5,Trust,Independent,Visible,FALSE,Manchester Surgical Services Ltd,Trafford General Hospital,Moorside Road,,,,,,
245415,NGB,Trust,Independent,Visible,FALSE,Colchester Osteopathic Centre,Creffield Medical Centre,15 Cavalry Road,,Colchester,Essex,CO2 7GH,51.88216782,0.892947257
245423,NGI,Trust,Independent,Visible,FALSE,Mersea Road Clinic,312-314 Mersea Road,,,Colchester,Essex,CO2 8QY,51.86564636,0.908156991
245433,NGO,Trust,Independent,Visible,FALSE,Tim Humphries Physiotherapy Ltd,12 Yorick Road,West Mersea,,Colchester,Essex,CO5 8HT,51.77587128,0.912498116
245442,NGU,Trust,Independent,Visible,FALSE,Evolutio Care Innovations Ltd HQ,Newtown House,Newtown Road,,Henley-On-Thames,Oxfordshire,RG9 1HG,51.52936172,-0.895513415
245444,NGS,Trust,Independent,Visible,FALSE,Bodyworks Chiropractic Clinic Ltd,Unit 17,,,,,,,
245446,NHB,Trust,Independent,Visible,FALSE,Lexden Physiotherapy Ltd,61 Heath Road,,,Colchester,Essex,CO3 4DJ,51.88347626,0.858530641
245501,NHI,Trust,Independent,Visible,FALSE,Clacton Chiropractic Clinic (Physmed Ltd),55 Church Road,,,Clacton-On-Sea,Essex,CO15 6BQ,51.79299164,1.165465355
245582,NHO,Trust,Independent,Visible,FALSE,Psychological Health And Wellbeing Service Ltd,2 Duncan Avenue,,,Runcorn,Cheshire,WA7 5DY,53.33618164,-2.721487284
245593,NHS,Trust,Independent,Visible,FALSE,Chiropratic Health Centres Limited,2 Rose Cottage,Withersfield Road,,Haverhill,Suffolk,CB9 9LB,52.08501053,0.435426682
245687,NI2,Trust,Independent,Visible,FALSE,Carey Therapy,19 College Road,,,Hoddesdon,Hertfordshire,EN11 9DF,51.76829529,-1.81E-02
245689,NHU,Trust,Independent,Visible,TRUE,Ultrasound Scanning Services Ltd,452 Church Lane,Kingsbury,,London,,NW9 8UA,51.58118439,-0.262316048
245691,NI0,Trust,Independent,Visible,FALSE,Leicester,,,,,,,,
245697,NI1,Trust,Independent,Visible,FALSE,Debbie Watt Osteopathy & Acupuncture,Newmarket Medical Practice,153 Newmarket,,Louth,Lincolnshire,LN11 9EH,53.36221695,1.72E-03
245816,NI4,Trust,Independent,Visible,FALSE,Cambridge Perfusion Services,Perfusion Department,Papworth Hospital,Papworth Everard,Cambridge,Cambridgeshire,CB23 3RE,52.2486496,-0.115512893
245817,NI3,Trust,Independent,Visible,FALSE,Addaction,67-69 Cowcross Street,,,London,Greater London,EC1M 6PU,51.52002335,-0.103740245
246176,NI5,Trust,Independent,Visible,TRUE,City Way Osteopathic Clinic,Fort Pitt House,New Road,,Rochester,Kent,ME1 1DX,51.38283539,0.51225996
246178,NI6,Trust,Independent,Visible,FALSE,Inform,Daisy Business Park,Sylvan Grove,,London,Greater London,SE15 1PD,51.4813652,-5.81E-02
246257,NI7,Trust,Independent,Visible,FALSE,Queens Physiotherapy And Sports Injury Clinic,The Old School Studios,Suites 4 And 5,40 Lynchford Road,Farnborough,Hampshire,GU14 6EF,51.27422333,-0.748975873
246796,NI8,Trust,Independent,Visible,FALSE,Grosvenor Physiotherapy Ltd,Grosvenor House,Hambledon Road,Denmead,Waterlooville,Hampshire,PO7 6NU,50.90404129,-1.065420151
352462,NI9,Trust,Independent,Visible,FALSE,Grapecroft Care Home,82 Calcutta Road,,,Tilbury,Essex,RM18 7QJ,51.46193314,0.358637989
352490,NIA,Trust,Independent,Visible,FALSE,I-Health,Essex Lodge Surgery,94 Greengate Street,Plaistow,London,Greater London,E13 0AS,51.52790833,2.67E-02
352569,NIE,Trust,Independent,Visible,FALSE,Ward Anne Kathleen Dr (Dermatology),Rowley Hall Hospital,Rowley Park,,Stafford,Staffordshire,ST17 9AQ,52.79494095,-2.126563787
352571,NIF,Trust,Independent,Visible,FALSE,Community Glaucoma Partnership,43 Ashley Avenue,,,Ilford,Essex,IG6 2JF,51.5925827,7.49E-02
352572,NIB,Trust,Independent,Visible,FALSE,Brewood Medical Services Ltd,Sandy Lane,Brewood,,Stafford,Staffordshire,ST19 9ES,52.67591858,-2.17189002
352576,NIC,Trust,Independent,Visible,FALSE,Amelanchier Osteopathic & Sports Injury Clinic,Amelanchier,Weavering Street,Weavering,Maidstone,Kent,ME14 5JJ,51.27368927,0.555795789
352578,NID,Trust,Independent,Visible,TRUE,The Living Care Group,LivingCare Health Services,Top Floor,East End Park Medical Centre,,,,,
352655,NIG,Trust,Independent,Visible,TRUE,Community Specialist Clinics (Csc),1St Floor,,,,,,,
352855,NIH,Trust,Independent,Visible,TRUE,Genix Healthcare Limited,2 College Court,Gildersome,,,,,,
352923,NII,Trust,Independent,Visible,FALSE,Thorpes Physiotherapy Limited,Frogmore Leisure Centre,Potley Hill Road,,Yateley,Hampshire,GU46 6AG,51.33602905,-0.810300469
461557,NIJ,Trust,Independent,Visible,FALSE,East 17 Healthcare Limited,The Firs,26 Stephenson Road,Walthamstow,London,Greater London,E17 7JT,51.58029556,-3.51E-02
461594,NIK,Trust,Independent,Visible,FALSE,Aligie Ltd,195 Nottingham Road,,,Mansfield,Nottinghamshire,NG18 4AA,53.13125992,-1.195706367
461596,NIL,Trust,Independent,Visible,FALSE,Physiotherapy2fit Ltd,19 Bradley Drive,,,Sittingbourne,Kent,ME10 1RB,51.33125687,0.726422906
461635,NIM,Trust,Independent,Visible,FALSE,Primary Care Partnership Services Limited,Sansons Chartered Accountants,35 Beaufort Court,Admirals Way,London,Greater London,E14 9XL,51.5013237,-2.06E-02
461713,NIN,Trust,Independent,Visible,FALSE,Navigation Support & Care Services Ltd,Unit 11-12,,,,,,,
461761,NIO,Trust,Independent,Visible,FALSE,The British School Of Osteopathy,275 Borough High Street,,,London,Greater London,SE1 1JE,51.50008011,-9.43E-02
461988,NIP,Trust,Independent,Visible,FALSE,Hakim Osteopaths Limited,24 High Street,Carlby,,Stamford,Lincolnshire,PE9 4LX,52.71382523,-0.447222471
461991,NIQ,Trust,Independent,Visible,FALSE,Chiropratic Health Centres Limited,2 Rose Cottages,Withersfield Road,,Haverhill,Suffolk,CB9 9LB,52.08501053,0.435426682
462279,NIR,Trust,Independent,Visible,FALSE,James Street Clinic,61-63 James Street,,,Blackburn,Lancashire,BB1 6BE,53.75097656,-2.4818573
462281,NIS,Trust,Independent,Visible,FALSE,Coventry And Warwickshire Diagnostic Services Limited,Equipoint,5Th Floor 1506-1508 Coventry Road,Yardley,Birmingham,West Midlands,B25 8AD,52.46250916,-1.815919161
462284,NIT,Trust,Independent,Visible,FALSE,South Doc Services Limited Hq,West Heath Medical Centre,194-196 West Heath Road,Northfield,Birmingham,West Midlands,B31 3HB,52.40190887,-1.962049723
462288,NIU,Trust,Independent,Visible,FALSE,The Sean Barkes Clinic Ltd,41 Moor Lane,North Hykeham,,Lincoln,Lincolnshire,LN6 9AE,53.18649292,-0.594142973
462333,NIV,Trust,Independent,Visible,FALSE,Inform Health & Fitness Ltd,Nice Business Park,Sylvan Grove,,London,Greater London,SE15 1PD,51.4813652,-5.81E-02
462337,R1J,Trust,Health & Care and Ambulance,Visible,TRUE,Gloucestershire Care Services NHS Trust,Edward Jenner Court,1010 Pioneer Avenue,Gloucester Business Pk,,,,,
462411,NIW,Trust,Independent,Visible,TRUE,Faversham Counselling Service Ltd,The Counselling Centre,10 Gatefield Lane,,Faversham,Kent,ME13 8NX,51.31419754,0.891890287
462423,NIY,Trust,Independent,Visible,FALSE,Cathedral Chiropractic,Unit 2 Bridge House,St. Clement Street,,Truro,Cornwall,TR1 1ER,50.26416397,-5.048428535
462577,NJI,Trust,Independent,Visible,FALSE,Deeping Osteopaths,Deepings Community Centre,2 Douglas Road,Market Deeping,Peterborough,Cambridgeshire,PE6 8PA,52.67481613,-0.309717923
462579,NJB,Trust,Independent,Visible,FALSE,Alecrim,,,,,,,,
462637,NJO,Trust,Independent,Visible,FALSE,Uclan Dental Clinic,Harrington Building,University Of Central Lancashire,,Preston,Lancashire,PR1 2HE,53.76119232,-2.706790447
462767,NJS,Trust,Independent,Visible,TRUE,Central Nottinghamshire Clinical Services Ltd,Phoenix House,Oak Tree Lane,,Mansfield,Nottinghamshire,NG18 4LF,53.13195038,-1.15796876
462811,NJU,Trust,Independent,Visible,FALSE,Chenies Healthcare Ltd,5 Elstree Gate,Elstree Way,,Borehamwood,Hertfordshire,WD6 1JD,51.65893555,-0.256654263
462814,NKB,Trust,Independent,Visible,FALSE,London Central And West Unscheduled Care Collaborative,St. Charles Hospital,Exmoor Street,,London,Greater London,W10 6DZ,51.52243805,-0.217402473
463396,NKO,Trust,Independent,Visible,FALSE,Yorkshire Health Solutions Ltd,Unit 5,,,,,,,
463398,NKI,Trust,Independent,Visible,FALSE,Turning Point,Standon House,21 Mansell Street,,London,Greater London,E1 8AA,51.51376343,-7.32E-02
463400,NKS,Trust,Independent,Visible,FALSE,Hertfordshire Eye Hospital,Potters Bar Hospital,Barnet Road,,Potters Bar,Hertfordshire,EN6 2RY,51.68718338,-0.177504808
463402,NKU,Trust,Independent,Visible,FALSE,British College Of Osteopathic Medicine,Frazer House,6 Netherhall Gardens,,London,Greater London,NW3 5RR,51.54784012,-0.179357395
570283,NLB,Trust,Independent,Visible,FALSE,Bateman Kildare Limited,Blackburn House,32 Crouch Street,,Colchester,Essex,CO3 3HH,51.88759613,0.892264247
570423,NLI,Trust,Independent,Visible,FALSE,Casp Psychology Services,11 Nelson Crescent,Cotes Heath,,Stafford,Staffordshire,ST21 6ST,52.91092682,-2.250514984
570425,NLO,Trust,Independent,Visible,TRUE,Vocare,Northumberland House,Gosforth Park Avenue,,Newcastle Upon Tyne,Tyne And Wear,NE12 8EG,55.0175705,-1.593431592
570433,NLS,Trust,MentalHealth,Visible,TRUE,Trent Pts,Trent PTS,Woodlands Lodge,111 Uttoxeter New Road,Derby,Derbyshire,DE22 3NL,52.92023468,-1.489545465
570755,NLU,Trust,Independent,Visible,TRUE,Sk:N (Lasercare Clinics Ltd),,34 Harborne Road,Edgbaston,Birmingham,West Midlands,B15 3AA,52.47085953,-1.921964288
570895,NMB,Trust,Independent,Visible,FALSE,Changing Faces,Squire Centre,33-37 University Street,,London,Greater London,WC1E 6JN,51.52342224,-0.136033595
570897,NMI,Trust,Independent,Visible,FALSE,Sonarcare Limited,21 Milehouse Road,,,Plymouth,Devon,PL3 4AD,50.38476181,-4.158601761
570981,NMO,Trust,Independent,Visible,FALSE,Freeman Clinics Limited,Battle Hill Health Centre,Belmont Close,Wallsend,Whitley Bay,Tyne And Wear,NE25 9DX,55.03285217,-1.466722965
570983,NMS,Trust,Independent,Visible,FALSE,Crime Reduction Initiatives Ltd (Cri),Tower Point,44 North Road,,Brighton,East Sussex,BN1 1YR,50.82579041,-0.141620994
750236,NMU,Trust,Independent,Visible,FALSE,Lakeland Dialysis Ltd,Unit 7E,Lakeland Business Park,Lamplugh Road,Cockermouth,Cumbria,CA13 0QT,54.6562767,-3.372412682
750238,NNB,Trust,Independent,Visible,TRUE,Independent Vascular Services Ltd,Vascular Studies Unit-Wythenshawe Hospital,Southmoor Road,,Wythenshawe,Lancashire,M23 9LT,53.38842392,-2.29539752
750239,NNI,Trust,Independent,Visible,FALSE,Talking Therapies Ltd,Chantry Lodge,Pyecombe Street,Pyecombe,Brighton,East Sussex,BN45 7EE,50.90182114,-0.174890637
750265,NNS,Trust,Independent,Visible,FALSE,Sellindge Practice Ltd,Main Road,Sellindge,,Ashford,Kent,TN25 6JX,51.1027565,1.000730515
750284,NNU,Trust,Independent,Visible,TRUE,This Is My: Limited,Leeds Screening Centre,3 Gemini Park,Sheepscar Way,Leeds,West Yorkshire,LS7 3JB,53.81060028,-1.536049604
